valor_transacao,numero_cartao,id_lojista,mes_transacao,ano_transacao,dia_transacao,hora_transacao,minuto_transacao,segundo_transacao,indicador_fraude
14868,2967191812431148,1602,6,2024,2,6,37,19,1
19055,9068460544296729,4043,1,2020,4,21,52,16,1
31867,6948383190986427,2545,9,2015,12,23,59,34,1
4218,7099504525878722,3995,10,2024,9,16,20,19,0
14273,6816237040779013,3153,11,2015,14,2,35,33,0
10763,5357006833216134,1734,1,2012,19,0,32,30,1
96311,7284393456095919,4855,3,2020,24,22,39,19,0
94300,7486342581315161,3564,5,2013,12,9,41,26,0
56228,2732327585388637,1331,1,2023,19,12,27,42,0
61432,5635637022942853,875,8,2010,27,2,44,56,0
75015,1786081387963815,2429,2,2016,4,2,46,28,1
20309,5019230506149384,2334,12,2019,6,21,39,40,0
72534,9322386431349820,274,11,2011,13,7,3,8,0
97518,4024988897920046,498,6,2018,7,11,17,58,0
83714,2208727256061681,3749,6,2019,22,5,51,51,1
72827,5954547000913327,929,6,2010,13,4,3,44,0
95235,1203662942007083,1354,7,2017,4,13,51,19,0
99130,9167217578216871,4993,12,2012,21,23,43,40,0
93526,6135887048176318,228,9,2022,11,22,57,13,0
23166,9575115076040073,4961,8,2019,27,17,59,14,0
93268,6880016835235770,3166,3,2021,20,9,41,2,0
50904,6377879698943306,4411,6,2012,1,19,3,58,0
57172,1927165078381662,187,11,2018,26,3,21,33,0
93690,2286692497799882,3441,12,2018,8,6,23,21,0
55741,8321599283469916,4574,9,2010,14,15,44,28,1
30652,9368372795741570,1338,12,2015,29,12,48,42,0
3545,7207699237196213,4549,3,2015,21,7,35,32,0
30849,1006219312676555,3246,12,2023,14,17,35,28,1
20326,4355193953472230,3499,2,2018,23,15,4,6,1
95900,4032197475567633,3402,9,2017,9,12,13,47,1
67667,4722590955796431,4654,8,2015,17,20,13,26,1
14073,9828985301398189,4858,2,2015,24,4,50,50,1
3756,3784172777378826,4238,12,2011,30,1,0,35,1
78666,8844419359608258,3922,12,2023,4,18,35,55,0
46561,8082970586056532,4827,3,2013,25,13,27,10,0
79054,7800111944045659,4331,3,2018,2,16,52,37,1
4387,2678686516094363,3714,5,2012,1,5,25,57,0
84378,8787652123200199,2582,11,2015,18,20,14,35,1
24747,1785948526082185,2458,5,2011,11,4,4,2,1
4560,8567257538273061,1017,9,2019,7,6,53,1,1
31750,2707289691821158,4679,1,2013,17,6,45,20,0
24332,4086378105287022,4987,12,2013,12,22,21,22,0
44769,2824963378536154,4563,1,2022,13,18,20,59,0
69769,7578100051177084,3151,1,2012,6,10,55,1,1
1466,8471199963224467,1188,9,2023,12,8,30,16,0
49256,2506906799991229,1222,6,2013,2,23,47,26,1
45348,2880928872843183,2238,5,2016,1,0,10,49,0
50401,1325971045727310,1775,10,2021,20,3,10,18,0
41170,7113270026271521,3115,6,2016,1,23,19,15,0
4871,5352568386036195,2143,12,2013,26,11,2,37,1
22613,4493866598507808,3934,3,2023,5,16,59,39,1
87999,5396326379428907,689,7,2022,18,1,45,39,0
66129,9543848294811918,135,12,2016,26,7,28,3,0
68900,1255243415186563,580,9,2020,12,4,52,20,1
51189,9268480633211813,4906,2,2011,15,22,18,58,1
95406,1188335469972887,4030,4,2016,16,12,45,52,1
68114,1819178427208211,1993,6,2010,6,17,22,40,0
88411,1387556465550982,1129,10,2016,12,17,35,55,0
38291,7716989700692806,1900,6,2023,21,20,7,35,1
35740,7386842457795158,3656,5,2016,21,21,20,33,0
48461,2118763589984081,343,5,2016,11,20,24,29,0
57932,5618079620350110,4035,4,2024,11,4,45,43,1
84896,6679616108779804,904,7,2013,16,12,51,4,1
74406,1204851325556389,4268,1,2011,20,19,17,58,0
45882,6565211017263210,1821,10,2011,21,4,50,54,1
78160,6826293899447617,1118,10,2011,28,7,5,57,1
96262,1856987725464678,1289,2,2024,5,3,38,26,1
93043,6587305666642135,4482,9,2013,10,0,58,16,0
2386,6340301318800593,2400,12,2024,3,6,3,32,0
21874,5852626171840989,4951,9,2014,23,5,57,56,1
16172,8073062140547104,4936,7,2024,13,1,19,48,0
85004,6259919670771445,3984,10,2022,16,8,10,29,1
15400,8568742935690903,619,8,2022,16,1,19,34,0
53963,5032008484634603,1723,11,2013,5,6,0,2,1
20875,2074435018547698,1254,11,2022,9,3,53,8,1
23673,3127802900960094,1164,4,2017,10,0,4,18,0
21973,9308526754452902,1881,8,2014,22,15,35,59,1
93825,6779025873522303,3265,6,2021,1,18,6,11,0
76259,2523963229120387,4903,12,2022,11,5,30,12,1
46518,2520979002785678,1173,5,2011,23,6,12,23,0
99425,3380133248519283,331,10,2012,5,23,47,19,1
75520,1954144749664611,1129,5,2022,5,22,20,56,1
78790,3861267727930788,3584,4,2020,7,3,49,51,0
20288,6148769178434434,186,9,2015,7,0,46,56,1
89457,5987913755914659,4237,2,2022,28,8,59,37,0
72894,8893517053225688,3662,7,2022,23,22,46,39,1
98148,7506792713291494,1454,7,2024,9,8,45,27,0
71786,6170750782060000,1159,6,2017,8,3,23,46,1
55974,8255974307033729,4630,6,2015,25,2,49,41,1
75664,7640091370348892,3514,6,2013,14,16,33,39,1
13749,7367735770453558,3261,10,2013,5,12,1,49,0
24507,4291070276654963,489,11,2011,27,15,0,27,1
70582,1063456374491531,4033,11,2013,30,21,10,23,0
53162,1157299544720767,2230,11,2016,1,9,43,51,0
80824,6169326581102258,2966,12,2015,6,4,27,3,0
12254,8359236213063581,4750,1,2024,30,22,40,2,0
46570,1665577165608136,4373,6,2011,30,20,0,10,0
39265,6994084105289485,1298,2,2020,7,9,17,15,1
91824,6943902258869712,798,1,2016,17,17,2,32,0
19144,8404250662661162,609,5,2013,13,23,4,48,0
82411,5065537927660342,804,11,2010,4,2,54,50,1
98505,3826388068937749,2373,3,2021,6,12,9,7,1
47524,3285264387927665,2801,11,2012,28,6,53,39,1
35080,4297180864033925,3915,2,2014,23,6,19,31,0
98379,4410345902965593,1354,2,2018,10,21,11,43,0
70825,6366994271547329,388,7,2020,23,0,29,6,1
19672,3266328811546918,873,10,2015,2,23,46,10,0
28695,4761442664058209,2023,9,2010,23,13,26,33,0
96102,1949887678674924,3546,12,2017,21,18,41,59,1
84774,1727083430284464,2684,9,2020,29,6,47,48,0
76476,3965093573524062,4816,8,2012,4,8,18,28,0
20726,2256554160662304,3442,10,2017,8,11,43,6,0
16901,3876261591408852,2327,9,2012,2,1,4,21,1
50802,8163744409315963,4498,3,2018,29,14,48,24,0
87246,3099597560466313,2354,11,2023,16,9,35,28,1
88041,2885731142420527,911,8,2023,8,15,11,40,0
6183,7961291252232068,4335,10,2021,15,7,46,25,1
73779,9164667222452857,596,5,2017,26,10,23,23,1
47320,5743131776638045,1762,7,2013,16,17,33,42,0
89899,3096146955716405,3518,11,2010,18,22,45,36,1
89545,8322419644168607,2550,9,2017,29,18,7,8,1
3806,4058145112074094,2005,5,2012,25,0,11,2,0
6559,8292695215343081,800,10,2016,8,20,55,36,1
82024,3542037629291977,210,1,2011,6,11,50,59,1
41650,7662613011985257,4628,10,2016,23,9,23,7,0
71435,6097212226101022,800,7,2010,27,10,23,3,0
10042,7141537552030473,1280,10,2011,2,12,2,54,0
96952,4786999903109283,2559,10,2023,25,17,11,16,1
16566,4895123860866865,4420,12,2021,14,10,48,31,0
70027,1301217722539718,279,7,2010,16,11,26,17,1
6063,8483114218790467,2164,4,2013,4,15,19,33,1
85171,9097812905070614,3483,6,2013,25,20,12,28,0
84793,4124182961221684,2726,9,2022,11,21,0,32,1
13005,9676358412243453,1447,9,2022,1,22,9,51,1
72226,2114342332596548,2849,5,2020,3,20,23,33,1
17448,8939355405159737,2092,1,2013,14,11,46,35,1
16414,7199296320347011,4960,9,2020,22,18,20,53,0
37758,3099150589562342,4581,2,2010,8,6,0,56,1
48881,7597792966335962,2127,11,2022,22,17,57,29,0
88542,4870770697281360,1940,4,2016,6,8,14,57,0
50682,4534544321750388,4495,3,2016,24,8,14,46,0
14647,5233605566063618,2776,8,2015,21,17,34,26,1
84102,4768966350668317,3856,10,2014,8,15,0,16,0
44876,4145542777183533,3160,10,2010,24,3,10,46,1
34832,3586460315205120,2810,1,2023,27,23,49,16,0
38612,5277435503424708,1471,4,2020,15,8,52,42,0
30461,6557408364936491,606,7,2013,15,21,22,19,0
8292,2661375320514437,3092,6,2015,11,4,3,55,1
96353,4247118799415244,359,2,2023,18,12,25,1,0
16874,8113844288225480,364,11,2017,19,8,2,23,1
13377,6984542693287433,2175,10,2023,11,3,22,49,1
48945,9198474497605991,4531,8,2013,30,21,17,8,0
58506,9458880765475498,4974,12,2022,4,1,40,33,0
96808,9267594876572149,4878,11,2024,2,23,49,53,1
40881,6489121935436356,2503,4,2022,28,23,41,16,0
45784,3214764403167576,2844,10,2011,2,7,53,38,1
6284,9392919411063642,2098,4,2014,9,2,56,30,1
48267,2938694993035467,1386,7,2016,5,1,52,50,0
47630,8352934469979044,923,7,2023,14,21,50,9,1
79316,8588181312072079,4762,2,2014,26,12,27,11,0
8403,3535878316796438,2691,5,2010,30,21,21,7,0
43680,4468377092473971,4561,1,2019,12,6,22,36,1
26586,4806834888079479,775,7,2018,20,18,4,45,1
60332,4385154707558256,4434,4,2014,20,5,14,31,0
70117,7185910594337751,2472,12,2013,28,23,49,31,1
7045,3287894566153647,4695,4,2021,29,23,57,7,1
57376,9442730488517266,465,6,2023,1,6,38,9,1
55037,2183103055713227,313,11,2013,10,9,23,37,1
73175,4627418859586039,3151,12,2021,26,3,24,34,0
8391,8147703455833266,113,8,2024,16,15,29,12,0
81423,6108067103615854,4207,3,2021,29,22,31,59,1
3127,6351871589126642,4574,3,2012,15,13,20,55,1
54066,8280790520690327,2541,8,2019,27,1,20,51,0
32173,6442172800052494,2197,10,2015,5,3,42,43,0
92561,3215702940231961,2743,6,2010,22,1,38,20,1
1415,5667698544894620,2697,11,2015,10,5,57,57,0
16853,7100640733362916,446,1,2024,16,23,44,20,1
51516,2851430409722578,4515,9,2010,13,20,27,35,0
23309,2668078514327953,1121,5,2011,21,7,39,31,0
27809,3288849163171010,3200,6,2015,25,7,43,44,1
42366,7163220860423241,1405,10,2013,14,15,0,17,1
64772,7662014581422784,3064,4,2013,23,2,51,16,1
54436,5539101861828426,2010,2,2013,3,3,43,44,0
37851,4910438240083322,673,3,2016,6,16,25,50,1
4839,3292217847888231,1462,3,2012,23,20,37,46,0
62204,9968344399828483,2466,11,2010,18,18,25,46,0
27734,4609974695942889,2798,5,2014,1,9,53,12,1
3040,8983503221922022,4387,8,2020,7,5,13,44,0
59818,6723125855558126,1813,2,2014,27,16,23,11,1
30042,5639879582312074,2300,11,2013,12,7,51,41,0
28165,5554421710838323,2591,5,2019,5,5,20,57,0
5172,9894222420816203,4853,12,2014,26,21,48,0,0
41799,6487873151596586,1637,7,2017,28,11,43,36,0
66243,4429609636383188,2025,2,2012,5,3,0,35,0
70686,2196748535473768,1959,12,2018,15,15,7,50,0
26862,3481612943454957,4920,2,2014,3,19,44,36,1
88402,8750341769964484,3965,12,2020,30,13,17,21,1
90684,6154560477264341,4973,1,2016,27,13,59,20,1
45586,9991014265728730,3511,8,2013,25,23,38,25,1
39789,1417627504851974,917,9,2019,13,0,46,42,1
57210,8187737696310553,4242,3,2023,21,15,48,15,0
5854,5524220036062749,4130,4,2015,19,6,18,9,0
19158,7682643652852399,3997,2,2018,16,2,2,50,1
20821,9334807352971819,562,2,2017,30,15,31,38,0
54287,1116016682506050,2132,1,2018,22,4,55,17,1
19883,6244455917176453,2703,7,2014,6,21,16,2,0
2430,4570898536471245,733,6,2010,20,6,15,28,0
64557,4441193097079168,3486,1,2015,13,18,51,31,0
98093,9179204472378997,4063,6,2023,13,22,21,54,1
73402,9993210203019399,4912,6,2023,22,18,39,10,0
64599,6589638017594708,4551,10,2020,15,2,6,3,0
34952,7379573205297039,2989,5,2014,8,21,5,24,1
5563,5400989440620698,259,12,2014,3,20,56,19,0
13512,1593587102061539,3373,1,2015,28,20,18,3,1
67385,6748013129740583,1085,12,2015,7,1,19,29,1
44591,6146093233410691,2996,7,2015,30,17,24,55,0
6913,9082475653010930,2093,6,2014,11,10,38,20,0
90362,8710517273988308,1821,12,2017,16,10,42,47,0
87113,8169672276243091,3564,10,2021,14,0,52,57,0
69725,7765803428865999,3502,2,2019,19,5,36,58,1
36037,1183636795668401,1008,11,2017,14,20,31,1,1
33263,4425740900540954,472,5,2014,29,22,0,23,1
24846,2263223140406047,2088,12,2011,17,17,37,28,0
64973,9547714442009512,4704,11,2010,5,16,12,34,1
83622,6927897637224968,634,7,2021,4,18,24,3,0
11491,7146959156257701,2509,10,2012,2,5,26,32,0
39437,1735568577759717,4061,11,2016,19,21,40,43,1
1510,2163065588664856,3336,3,2024,27,22,50,16,0
35092,1683372807775818,2250,11,2014,4,22,29,38,0
32595,2260221264273395,4254,7,2011,9,17,18,5,0
42967,1190869876662721,3601,2,2017,10,8,10,52,1
69090,4636305450296903,337,12,2024,6,23,8,30,0
63813,1978063410840898,3337,5,2011,19,16,40,35,1
36673,9526942143394676,607,6,2023,17,1,27,12,1
96094,5494848477058126,3979,3,2010,16,16,12,4,0
8717,5834063842314750,1684,10,2012,27,0,44,33,1
30319,7811329848776697,3899,4,2023,3,18,35,24,0
4738,5836547690603790,2323,5,2018,15,5,1,22,0
49089,9614411907764997,2488,3,2024,14,2,10,18,0
9671,3862119523554323,1807,6,2019,24,0,45,19,0
55074,8131336885891016,4599,1,2024,27,11,26,54,0
70645,3929155136341376,4237,6,2024,9,10,38,10,0
7632,9732725235844488,1910,7,2023,16,15,40,20,0
89970,8155029224915305,1989,6,2019,12,19,32,51,1
25277,6028555938801644,903,2,2015,17,10,2,39,0
88959,3971755133526068,3461,3,2014,28,8,13,10,0
45703,7208700981402114,425,1,2014,3,15,18,54,1
45917,7290626541546570,4264,12,2020,24,10,54,4,1
42538,5903716177786796,1641,3,2024,18,4,15,1,0
91710,2736805021959167,406,5,2019,22,5,5,47,1
62403,7816939836755466,3591,7,2019,28,10,15,22,0
63580,9194377988037827,3653,6,2020,23,1,32,12,0
72456,8604477678666982,2222,4,2017,21,16,31,52,1
32312,5147031753776033,3944,4,2014,27,4,58,15,1
53032,8258510626532298,375,1,2021,6,10,59,7,0
94143,9326294412049514,4189,2,2019,22,9,54,53,0
17601,9325801717565647,4334,7,2020,6,4,20,32,0
55820,7514819599933621,2010,1,2010,24,11,11,8,0
37338,8253086582694752,1990,2,2016,19,15,14,13,0
16488,4125355921517686,4503,4,2014,29,8,26,6,1
34726,7048244605957028,1206,11,2022,10,11,6,33,0
16196,2420739134986896,1818,6,2021,8,20,2,24,0
36404,1213109182115011,2338,4,2017,3,15,31,58,0
56164,7373053073384990,1388,4,2022,10,18,16,28,0
49097,3561830500042789,2327,4,2014,1,13,15,56,0
21906,8066545306787524,420,9,2013,18,15,56,9,0
18552,8377824492222304,2969,12,2019,4,10,53,58,1
69486,4341222192082317,2407,5,2011,5,14,20,21,0
79094,5427342433603023,3697,7,2022,30,17,47,28,0
2198,1851387324457572,4007,11,2013,30,8,35,55,1
2151,5413764117619751,3566,4,2019,28,10,19,57,1
13677,3127550753434226,4780,1,2018,18,19,51,16,0
26748,8118928143551778,3402,10,2018,4,12,25,55,0
55487,4606119013465116,4072,2,2019,12,11,10,22,1
93116,9928430549006621,4092,10,2013,7,15,55,34,0
62131,5425364654264880,3651,8,2020,21,19,13,45,1
15669,6848152143430080,1994,4,2010,2,19,19,12,0
6325,9252210407675943,1898,3,2019,20,2,18,43,0
76058,4442777826007235,2456,6,2013,23,6,52,15,0
9318,1763541218332225,296,7,2016,5,20,56,47,0
66017,3123784455261480,1343,5,2014,24,0,17,19,1
76138,1889991548516982,2380,10,2021,4,6,32,45,1
62825,9154700084558874,1028,10,2021,15,0,40,20,0
5138,6958045241893688,4424,7,2023,7,15,53,7,1
82116,4478372253946992,677,4,2020,4,23,46,33,1
54058,1113509992808447,2269,5,2018,24,19,41,8,1
37819,8806013871769610,171,5,2015,23,12,31,49,1
32519,9926512662526101,1039,3,2013,5,6,17,33,1
90542,7273379484639632,2023,3,2023,20,1,39,0,0
87865,1386270796514624,606,2,2015,5,1,2,33,1
43844,1458154330560445,3256,6,2021,25,0,24,25,1
52447,7541401384576091,1903,5,2014,17,7,36,20,0
51805,1328214285044331,681,5,2022,16,20,28,47,0
82432,4486431389950568,403,8,2018,27,18,6,32,0
10236,7978639548021733,4010,5,2014,18,6,19,6,0
34196,2716777001854270,4738,3,2019,18,12,7,28,0
49063,4334581418344464,2837,10,2014,1,14,31,27,1
53701,3433291261995496,2652,3,2021,27,7,17,14,0
34643,1197124658316011,2126,12,2014,15,14,16,12,0
71115,5278459364045691,4684,5,2014,8,13,50,13,0
53710,8136206294374834,3056,10,2013,2,17,14,1,0
73200,2511478217998132,3917,6,2012,30,17,18,29,1
35146,6863079491749175,3107,7,2021,26,6,51,18,1
82434,1104326389826708,4577,5,2013,17,14,59,26,0
24569,7797873088532774,1191,4,2018,26,21,29,10,0
70290,7559043641537110,4493,10,2023,23,9,38,26,0
24547,8195577713287284,4430,8,2017,5,6,43,15,0
49674,5233427168933094,3931,1,2013,12,19,2,29,0
63966,9766560244760177,3261,9,2024,13,22,41,51,1
6645,9694187654079618,1839,10,2010,10,7,32,48,0
52060,3901324988392291,555,12,2023,10,17,21,43,0
46485,7566053786363592,4935,12,2020,28,9,37,55,1
74837,7934980302636149,2016,5,2019,19,15,29,58,1
99968,5948822141252100,125,10,2018,14,18,1,0,1
24339,5391388274107856,965,10,2010,27,11,46,3,1
56262,4046822906072957,639,7,2016,25,21,21,47,0
22471,5437443397323431,1561,12,2010,20,5,59,18,1
79094,5555690974505637,1077,2,2023,29,22,34,23,0
76903,4366473597126234,3853,5,2012,10,21,49,40,1
15754,1872961597622327,2675,12,2019,21,3,41,51,1
56761,4415948397914668,2645,6,2017,2,19,15,17,0
5527,8505451058982268,957,1,2022,25,6,5,50,1
6278,5509267384755226,2722,1,2019,12,14,0,12,1
50638,5252367417089109,2033,9,2014,15,5,21,46,0
73448,6767006684378870,2762,4,2017,3,14,57,29,1
55096,9818780435850551,2855,8,2012,26,6,56,50,1
97643,2858246570694368,2892,2,2021,3,10,11,35,1
4718,9600279148948568,4076,5,2023,26,5,3,19,1
2475,9472397709121471,633,5,2010,30,17,5,37,1
41314,9232240888292576,2961,10,2023,17,4,24,16,1
28324,5921730302205840,3296,8,2024,17,14,3,54,1
67584,4210711274749567,1613,5,2023,28,6,2,45,0
7611,7658414000615667,2030,1,2012,29,18,42,22,1
16913,7483492168777699,818,3,2021,24,9,31,8,1
30659,7748636394018295,1728,11,2019,20,14,36,2,1
63455,1916654652096575,4169,5,2010,29,18,34,24,1
74154,7183880906147251,1064,12,2012,19,10,47,38,1
62117,8347938836911769,253,2,2024,5,20,42,1,1
86974,9088947284850125,505,10,2023,5,22,57,32,1
72951,4637677512940789,853,10,2011,2,6,10,18,1
5677,5976725987647258,629,9,2018,17,13,51,4,1
12373,3735376490473151,3015,11,2020,8,5,0,47,1
24995,1563628571301824,2764,8,2014,29,15,50,56,1
30025,6548894533843167,1254,1,2023,30,13,20,31,0
13842,1827749569838169,857,7,2014,26,15,30,27,0
14241,9368910449933328,1360,4,2012,27,2,40,5,0
40174,5178230515821182,498,5,2015,30,18,24,46,0
78882,4743054538844106,2737,11,2018,24,4,28,14,1
86492,1875165629328383,3419,4,2013,10,13,24,24,1
68092,5891447186623787,4837,10,2022,30,9,33,26,0
52026,2856213090357387,2119,9,2018,8,10,23,31,1
67299,2875851749362825,1238,6,2022,24,7,41,42,1
49198,8534394258994115,4628,7,2011,4,14,5,16,0
9551,2330013011506173,103,10,2018,25,16,14,28,0
6385,2535629135421874,2685,3,2019,18,4,59,52,1
14527,2311973399871159,1756,6,2018,3,18,30,43,0
1674,7045847845506425,126,9,2011,4,17,29,21,0
43204,8164441043802495,2093,11,2024,27,17,24,39,0
28675,3776338544111362,2055,8,2019,13,19,14,34,1
58227,7011601204026714,2081,6,2021,5,18,9,54,0
14936,4491396017917862,4811,6,2018,19,0,44,23,0
84100,8094511685541395,1589,10,2011,12,8,16,50,1
48376,1276252273754995,3458,10,2022,10,9,6,43,0
15062,7742171251697415,4768,9,2011,17,19,17,41,0
83707,7556104303021632,4013,12,2015,9,8,17,3,1
61329,7799860067429375,3670,5,2016,28,19,12,53,0
74796,3238148391909971,3679,7,2019,5,2,7,24,0
67707,2302524197088331,2786,7,2019,14,20,33,42,1
43276,2661224530703564,3372,3,2024,28,1,38,32,0
2400,9268321504501178,1847,4,2018,1,22,45,11,0
22106,1144860453644204,4046,1,2016,10,14,18,30,0
53840,2893319665642623,1832,11,2014,14,20,18,12,0
65039,2613411635691568,4336,8,2017,22,5,45,32,1
90589,1439243067418752,4238,1,2019,14,0,17,12,0
91226,9916204702044725,2911,4,2011,30,13,4,25,0
88616,9880851225091939,3070,9,2024,10,19,25,39,1
59917,7891693515418938,4138,1,2021,27,23,17,5,1
39142,3562400462269113,2289,12,2015,10,16,24,51,0
96659,1386429141732579,3930,11,2011,20,19,27,49,1
68538,6398379608983215,3617,9,2021,13,9,6,49,1
33802,1580207287150864,1461,2,2012,3,13,41,16,0
19990,7400231237787079,2806,6,2011,15,4,14,16,0
35498,8342629668590690,1528,4,2013,1,4,4,38,0
27533,3452359255432705,751,10,2013,21,17,25,2,0
88211,5917272316645608,4287,4,2016,28,15,44,34,1
33527,1943917789005842,3286,5,2020,21,6,14,2,1
35529,8754940187101765,4454,10,2018,2,7,33,59,1
23763,3130231982780686,3185,1,2017,24,9,25,37,1
97041,7958271726179262,3302,11,2014,1,20,0,32,0
33161,2750378758502503,4318,5,2010,13,15,45,48,0
62741,5549612713622168,3148,11,2020,12,8,58,48,1
3705,8144829983668700,2002,11,2015,15,15,10,49,0
9071,7584092515881831,3593,11,2019,16,17,46,23,1
28632,5131622022940875,2679,8,2016,19,1,22,56,1
94567,1653971428360862,450,6,2021,23,21,27,32,0
48647,9361542937339809,3554,4,2021,27,17,27,57,0
12017,3977075730804973,1464,8,2011,13,10,59,9,0
54076,3921670914411336,4293,2,2012,16,7,23,53,1
96752,1567584673226191,4240,11,2013,15,8,7,45,0
39083,8954410817708939,4886,9,2019,12,5,12,52,0
50044,9636290138259869,3707,9,2019,3,17,2,58,1
8110,7378010854646793,3171,3,2019,18,23,1,51,1
88471,5916993009062460,2615,4,2014,26,8,41,52,0
47981,5067498672295800,2528,10,2012,30,13,55,14,1
27552,4108156908615076,816,3,2013,30,8,41,6,0
11587,2775226252753226,4467,6,2018,27,13,1,23,0
55403,8485104927344820,4342,12,2022,19,18,46,33,1
53008,5807458272282153,984,8,2018,5,16,9,58,1
82429,5652988773313519,2707,4,2024,28,23,2,11,1
1299,8089958870477882,291,7,2013,7,15,12,25,0
21668,5447882577100154,1072,3,2024,30,7,0,4,0
58533,5276148939807449,1610,7,2015,19,1,29,7,1
57907,8294940018865997,3532,7,2013,6,8,28,54,0
88912,4257418455513748,3795,9,2016,11,11,19,18,1
47073,9827270643107003,2332,8,2021,15,17,30,58,0
89968,5330487325587929,4541,1,2017,17,14,8,7,0
77524,2103497843514800,1930,9,2020,17,14,20,15,1
94650,9567898522497093,3171,2,2023,16,3,3,43,1
88932,5813446897052513,1024,9,2014,16,10,1,30,1
27591,7870239997037335,314,12,2019,3,10,44,0,0
61562,8814804905356363,4308,3,2015,4,19,5,7,1
60326,2487975514694078,3080,3,2017,17,17,58,3,1
6679,3245467848050250,4716,9,2020,14,19,11,38,1
91618,3110164506208406,2928,11,2011,22,18,18,20,1
18196,5131632095418400,1729,11,2024,5,19,47,31,0
69962,9670414539785482,110,1,2010,12,14,49,15,1
55489,3717251016924099,2541,6,2017,23,19,43,56,0
38664,2604655949442868,4649,1,2010,23,20,44,31,1
10849,9936938993942675,1976,7,2019,11,21,17,27,0
3607,7343070590973029,3919,3,2024,17,23,18,32,1
23323,9748065309516463,4964,7,2020,27,8,30,47,1
75391,9037239776003623,1544,5,2011,1,4,38,17,0
33122,9494738335996960,2703,2,2023,20,23,17,47,1
44534,3524499662974755,2643,1,2012,22,3,31,53,1
23649,8228963030533193,3183,1,2020,19,5,44,29,1
7061,1241549154847079,1904,9,2023,8,18,50,9,0
36410,6896372058275853,3532,4,2016,23,13,56,21,1
11546,1609513856652594,1062,11,2024,30,5,49,2,1
32380,4157089176466190,2217,8,2017,2,12,55,7,0
77601,6094350245872123,636,3,2018,13,10,0,27,1
57155,3805152495588503,1477,12,2023,19,4,0,57,1
61242,7365664532792201,899,4,2013,22,13,49,41,1
97494,2721655385936971,770,7,2017,23,19,1,24,0
67089,5448394568108038,2417,10,2015,14,7,22,32,0
77891,4017417989274219,1851,9,2012,8,16,31,14,0
61610,1808102859859670,1597,4,2018,5,16,11,42,1
69102,6567314059254477,2411,12,2014,19,15,44,10,1
92235,7628243233698344,2007,4,2019,5,18,46,26,0
53541,1030666207117589,1674,3,2013,26,16,43,38,1
9912,8114751254417801,944,10,2010,22,2,43,35,0
97625,7981888091902935,1423,11,2015,13,2,4,21,1
6835,9450646635560370,2554,11,2019,17,16,46,38,1
69219,8906329826431862,4861,3,2023,7,19,44,23,0
95609,1998862948555908,2444,6,2020,25,18,8,2,0
52954,3972073413270752,551,11,2020,24,4,0,32,0
49669,4394440545874104,2980,6,2010,20,17,49,35,1
92559,7224108481217703,1165,1,2015,1,5,6,58,0
95436,1988138929289265,2266,4,2017,1,22,13,42,1
57768,4498722696567270,1860,12,2012,15,14,18,48,0
90653,2473640925404234,343,11,2013,5,10,7,50,0
37208,9321003014200913,255,6,2014,25,3,26,2,1
37747,9495956714061672,631,12,2014,15,13,50,43,1
87661,9047285597044131,813,3,2023,14,6,18,42,1
52203,9061787576969599,4865,4,2019,17,10,42,19,0
9188,6725010162519350,3784,10,2015,20,23,43,26,1
39168,1197977738903299,2952,9,2011,23,8,16,6,1
93596,4818366458622881,2682,2,2018,22,6,13,15,0
78236,7190510850904179,1860,4,2013,17,9,22,19,0
11823,3149527329344566,686,5,2024,18,3,30,13,1
20470,6888779161088961,3462,1,2020,22,4,6,44,0
46490,5721636902267900,2473,12,2023,16,1,3,24,1
34986,8872440916169576,4602,8,2022,18,0,34,5,0
13406,3034457884974789,1652,8,2019,24,22,26,7,1
46393,4918659982664188,556,2,2020,14,20,14,21,1
78359,8252376808180218,3101,12,2024,9,9,37,29,0
78501,2488002953796429,194,2,2021,30,9,12,45,0
80045,5281259133686854,3802,8,2020,10,6,58,36,0
62432,8752297695105535,4122,1,2015,2,3,6,34,1
74173,5593055611147791,668,7,2022,25,2,18,7,1
42656,3840292449063653,3429,5,2019,21,20,56,59,0
32508,1267630789760612,632,3,2023,26,15,22,36,1
48515,5977087437071909,3922,10,2012,21,4,42,37,0
77886,7345702254490494,2279,3,2012,8,10,55,1,1
40689,6782780118842392,4049,10,2017,26,19,25,11,0
54339,2111626633817122,1134,5,2023,3,7,32,50,1
82947,4334402210586776,3456,7,2015,1,1,39,24,1
98926,4537268371038883,750,8,2023,22,22,38,58,0
37653,9661612281152800,567,7,2011,20,17,54,7,1
93726,1310485044598271,208,2,2024,30,18,20,58,1
5845,1708817099427635,2797,11,2020,14,2,46,47,0
48264,1918047890285652,357,3,2022,10,7,6,21,1
12995,7155203216178581,1930,5,2011,26,11,59,44,1
37209,3122471693146273,3984,11,2016,12,19,21,19,1
72044,4208769685616311,2373,3,2019,11,17,39,38,1
73294,2596970928599756,2072,11,2023,22,1,15,50,0
46877,5802923955881606,3369,5,2017,16,10,11,50,1
88415,3660732583941989,116,2,2010,8,4,48,36,1
44644,7396216761687940,2022,11,2020,20,10,2,54,1
25777,2655414867248401,1010,9,2012,15,23,39,52,1
10630,4913366524120209,2603,11,2011,12,12,6,30,1
